image_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,Month,DayOfYear,Season,Month_sin,Month_cos,Species_Count,Has_Clover,Has_Ryegrass,State_Encoded,Dead_Ratio,Green_Ratio,Clover_Ratio,NDVI_Height_Interaction,Biomass_per_Height,is_anomaly,anomaly_score,Cluster
ID1113121340,train/ID1113121340.jpg,,Vic,Phalaris_Clover,0.8,16.0,0.2931,11.6271,82.6598,94.58,82.9529,,,,,,2,1,0,2,0.12293402280678767,0.8739670028127828,0.0030989638073698057,12.8,5.911249630546898,False,,3
ID1113329413,train/ID1113329413.jpg,,Tas,WhiteClover,0.72,3.0,20.6523,21.1112,1.3768,43.1403,22.0291,,,,,,1,1,0,1,0.4893614441864928,0.03191447366118284,0.478724058972143,2.16,14.380095206634932,False,,2
ID1119739385,train/ID1119739385.jpg,,Tas,Ryegrass,0.28,4.0,0.0,3.0,6.8,9.8,6.8,,,,,,1,0,1,1,0.30612241774261045,0.6938774802165837,0.0,1.12,2.4499993875001533,False,,4
ID1119761112,train/ID1119761112.jpg,,NSW,Fescue,0.42,4.0,0.0,32.4486,22.9514,55.4,22.9514,,,,,,1,0,0,0,0.5857147908715742,0.41428519107788464,0.0,1.68,13.849996537500864,False,,4
ID1121692672,train/ID1121692672.jpg,,NSW,Phalaris,0.52,38.0,0.0,1.3958,109.8042,111.2,109.8042,,,,,,1,0,0,0,0.012552158160502175,0.9874478328466921,0.0,19.76,2.9263157124653763,False,,0
ID1127246618,train/ID1127246618.jpg,,Tas,Ryegrass,0.77,7.0,3.0196,25.8824,32.3529,61.2549,35.3725,,,,,,1,0,1,1,0.4225359861409294,0.5281683501537289,0.049295647380117394,5.390000000000001,8.75069874990018,False,,4
ID112966473,train/ID112966473.jpg,,Vic,Ryegrass_Clover,0.74,3.0,11.2,2.8,19.6,33.6,30.8,,,,,,2,1,1,2,0.08333333085317468,0.5833333159722228,0.3333333234126987,2.2199999999999998,11.199996266667911,False,,3
ID1131079710,train/ID1131079710.jpg,,Tas,Clover,0.57,1.5,15.4794,11.119,1.5261,28.1246,17.0055,,,,,,1,1,0,1,0.39534783089011644,0.05426210313170309,0.5503864748161227,0.855,18.749720833519447,False,,2
ID1136169672,train/ID1136169672.jpg,,Tas,Ryegrass,0.62,5.0,0.0,6.808,16.3107,23.1187,16.3108,,,,,,1,0,1,1,0.294480213226513,0.7055197435184615,0.0,3.1,4.6237390752521845,False,,4
ID1139866256,train/ID1139866256.jpg,,NSW,Fescue,0.66,13.0,0.0,83.8407,74.0593,157.9,74.0593,,,,,,1,0,0,0,0.5309733975239177,0.46902659614296005,0.0,8.58,12.146152911834392,False,,4
ID1139918758,train/ID1139918758.jpg,,WA,Clover,0.79,3.0,58.34,0.0,0.0,58.34,58.34,,,,,,1,1,0,3,0.0,0.0,0.9999999828591022,2.37,19.446660184446607,False,,2
ID1140993511,train/ID1140993511.jpg,,Vic,Ryegrass_Clover,0.71,2.0,4.6,2.3,16.1,23.0,20.7,,,,,,2,1,1,2,0.09999999565217409,0.6999999695652187,0.19999999130434817,1.42,11.499994250002874,False,,3
ID1148528732,train/ID1148528732.jpg,,Vic,Phalaris_Clover,0.86,3.2,12.4113,0.0,28.0887,40.5,40.5,,,,,,2,1,0,2,0.0,0.693548131023503,0.30645184428513966,2.7520000000000002,12.65624604492311,False,,3
ID1148666289,train/ID1148666289.jpg,,Vic,Phalaris_Ryegrass_Clover,0.81,3.5,4.0923,14.3231,21.4846,39.9,25.5769,,,,,,3,1,1,2,0.3589749283464931,0.538461139386939,0.1025639072039121,2.835,11.399996742858072,False,,3
ID1149598723,train/ID1149598723.jpg,,NSW,Lucerne,0.87,43.0,0.0,5.3831,58.3169,63.7,58.3169,,,,,,1,0,0,0,0.08450706303756572,0.9154929212638473,0.0,37.41,1.4813953143861556,False,,0
ID1159071020,train/ID1159071020.jpg,,Vic,Phalaris_Clover,0.74,7.0,1.3191,6.7982,46.5727,54.69,47.8918,,,,,,2,1,0,2,0.12430425810378025,0.851576140947593,0.02411958266374872,5.18,7.812856026734853,False,,3
ID1163061745,train/ID1163061745.jpg,,Tas,WhiteClover,0.5,2.0,5.2,6.7,1.2,13.1,6.4,,,,,,1,1,0,1,0.5114503426373784,0.09160304644251555,0.39694653458423407,1.0,6.549996725001637,False,,1
ID1168534540,train/ID1168534540.jpg,,NSW,Fescue,0.86,9.0,0.0,8.6892,55.6108,64.3,55.6108,,,,,,1,0,0,0,0.13513530116430325,0.8648646832835974,0.0,7.74,7.144443650617372,False,,4
ID1176292407,train/ID1176292407.jpg,,Tas,Ryegrass_Clover,0.5,3.0,0.1308,16.7365,9.022,25.8893,9.1528,,,,,,2,1,1,1,0.6464639582196522,0.34848372306382475,0.005052280090528516,1.5,8.629763790078735,False,,1
ID1182523622,train/ID1182523622.jpg,,Tas,WhiteClover,0.48,2.0,3.1059,14.7193,0.6752,18.5004,3.7811,,,,,,1,1,0,1,0.7956205922239199,0.03649650621086538,0.16788284751233232,0.96,9.250195374902312,False,,1
ID1183807388,train/ID1183807388.jpg,,Tas,Ryegrass,0.7,5.0,0.0,20.9156,20.9156,41.8312,20.9156,,,,,,1,0,1,1,0.49999998804719953,0.49999998804719953,0.0,3.5,8.366238326752335,False,,4
ID1193692654,train/ID1193692654.jpg,,Tas,Ryegrass,0.69,3.1667,0.2727,6.3317,13.4232,20.0276,13.6959,,,,,,1,0,1,1,0.31614869898796166,0.6702350421301083,0.013616208950837396,2.1850229999999997,6.324436692949539,False,,4
ID1199150612,train/ID1199150612.jpg,,Tas,Ryegrass_Clover,0.62,5.5,0.3602,40.7019,27.0146,68.0767,27.3748,,,,,,2,1,1,1,0.5978829673312166,0.3968259272728272,0.005291090706642791,3.41,12.377579567712806,False,,1
ID1208644039,train/ID1208644039.jpg,,Vic,Phalaris_Clover,0.79,5.0,1.55,7.75,31.0,40.3,32.55,,,,,,2,1,0,2,0.19230768753578942,0.7692307501431577,0.03846153750715788,3.95,8.059998388000322,False,,3
ID1211362607,train/ID1211362607.jpg,,NSW,Ryegrass,0.58,7.0,0.0,1.3446,66.5554,67.9,66.5554,,,,,,1,0,1,0,0.019802650665645793,0.980197334606814,0.0,4.06,9.699998614285914,False,,4
ID121331988,train/ID121331988.jpg,,NSW,Fescue,0.75,8.0,0.0,21.05,63.15,84.2,63.15,,,,,,1,0,0,0,0.2499999970308789,0.7499999910926367,0.0,6.0,10.524998684375166,False,,4
ID1215977190,train/ID1215977190.jpg,,Tas,Ryegrass,0.74,5.0,0.4068,24.8123,30.1002,55.3193,30.507,,,,,,1,0,1,1,0.4485288055248565,0.5441175043046911,0.007353672093579057,3.7,11.063857787228441,False,,4
ID1217108125,train/ID1217108125.jpg,,Tas,WhiteClover,0.62,2.0,5.9027,8.0594,0.6811,14.6432,6.5838,,,,,,1,1,0,1,0.55038512412689,0.04651305407881788,0.40310175350321287,1.24,7.32159633920183,False,,1
ID1237349078,train/ID1237349078.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.38,2.5,3.189,26.221,9.39,38.8,12.579,,,,,,6,1,0,2,0.6757989516546663,0.24201030304097162,0.08219071953116704,0.95,15.51999379200248,False,,1
ID12390962,train/ID12390962.jpg,,Tas,Ryegrass,0.56,5.0,0.0,15.2,14.0,29.2,14.0,,,,,,1,0,1,1,0.5205479273784956,0.47945203837493017,0.0,2.8000000000000003,5.839998832000234,False,,4
ID1244346858,train/ID1244346858.jpg,,NSW,Fescue,0.45,12.3333,0.0,30.9343,49.2657,80.2,49.2657,,,,,,1,0,0,0,0.3857144590309918,0.6142855285001805,0.0,5.5499849999999995,6.502719750373401,False,,4
ID1249094008,train/ID1249094008.jpg,,Vic,Ryegrass,0.71,4.0,0.0,16.3603,4.5809,20.9412,4.5809,,,,,,1,0,1,2,0.7812493657837485,0.21875058646349843,0.0,2.84,5.235298691175327,False,,4
ID1251029854,train/ID1251029854.jpg,,NSW,Fescue,0.55,5.0,0.0,22.0875,36.8125,58.9,36.8125,,,,,,1,0,0,0,0.37499999363327685,0.6249999893887948,0.0,2.75,11.77999764400047,False,,4
ID1254829053,train/ID1254829053.jpg,,Vic,Ryegrass,0.69,4.5,0.0,10.2162,4.2568,14.473,4.2568,,,,,,1,0,1,2,0.7058798655510354,0.29412006535479407,0.0,3.1049999999999995,3.2162215075063316,False,,4
ID1268934251,train/ID1268934251.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.42,3.3,0.0,24.7869,17.2131,42.0,17.2131,,,,,,6,1,0,2,0.5901642716627554,0.4098357045277214,0.0,1.386,12.727268870524584,False,,1
ID1275072698,train/ID1275072698.jpg,,NSW,Lucerne,0.74,42.0,0.0,2.5,62.0,64.5,62.0,,,,,,1,0,0,0,0.038759689321555206,0.9612402951745691,0.0,31.08,1.535714249149661,False,,0
ID1277756619,train/ID1277756619.jpg,,Tas,Ryegrass,0.4,3.0,0.0,3.2,6.0,9.2,6.0,,,,,,1,0,1,1,0.34782604914934256,0.6521738421550173,0.0,1.2000000000000002,3.0666656444447846,False,,4
ID1291116815,train/ID1291116815.jpg,,Vic,Ryegrass_Clover,0.76,3.0,1.24,3.72,19.84,24.8,21.08,,,,,,2,1,1,2,0.14999999395161315,0.7999999677419367,0.049999997983871045,2.2800000000000002,8.26666391111203,False,,3
ID1294770420,train/ID1294770420.jpg,,Tas,Ryegrass_Clover,0.59,3.3333,17.3814,36.1534,14.6004,68.1352,31.9818,,,,,,2,1,1,1,0.5306126564446475,0.21428571114070685,0.2551016177379443,1.9666469999999998,20.440758275355268,False,,1
ID1314135397,train/ID1314135397.jpg,,NSW,Fescue_CrumbWeed,0.75,6.0,0.0,16.6678,28.0322,44.7,28.0322,,,,,,2,0,0,0,0.3728814234254715,0.6271185542031643,0.0,4.5,7.449998758333541,False,,4
ID13162390,train/ID13162390.jpg,,Vic,Ryegrass_Clover,0.74,3.0,2.8667,2.8667,20.0667,25.8,22.9333,,,,,,2,1,1,2,0.11111239879409306,0.7777790396209674,0.11111239879409306,2.2199999999999998,8.59999713333429,False,,3
ID1337107565,train/ID1337107565.jpg,,WA,Clover,0.39,1.0,10.04,0.0,0.0,10.04,10.04,,,,,,1,1,0,3,0.0,0.0,0.9999999003984164,0.39,10.03998996001004,False,,2
ID1343327476,train/ID1343327476.jpg,,Vic,Phalaris_Clover,0.71,5.0,3.1429,3.1429,37.7143,44.0,40.8571,,,,,,2,1,0,2,0.07142954383114673,0.8571431623376555,0.07142954383114673,3.55,8.799998240000352,False,,3
ID1345375788,train/ID1345375788.jpg,,Tas,Ryegrass_Clover,0.6,3.0,2.3762,7.7226,8.7127,18.8115,11.0889,,,,,,2,1,1,1,0.4105254546141746,0.4631581498998937,0.12631634232696262,1.7999999999999998,6.270497909834029,False,,1
ID135365668,train/ID135365668.jpg,,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2.4,1.8667,17.3333,21.6,19.7333,,,,,,3,1,1,2,0.08642129229531054,0.8024675554413169,0.1111111059670784,2.2199999999999998,7.1999976000008,False,,3
ID1354190372,train/ID1354190372.jpg,,Tas,Ryegrass_Clover,0.67,3.0,11.2565,6.5255,10.6039,28.3859,21.8604,,,,,,2,1,1,1,0.22988525183681857,0.37356221315645394,0.3965524997779708,2.0100000000000002,9.461963512678828,False,,3
ID1357758282,train/ID1357758282.jpg,,NSW,Lucerne,0.77,62.0,0.0,4.8,107.3,112.1,107.3,,,,,,1,0,0,0,0.04281891130402399,0.9571810797753696,0.0,47.74,1.8080644869667017,True,,0
ID1357768767,train/ID1357768767.jpg,,NSW,Fescue,0.68,15.0,0.0,5.4497,104.1503,109.6,104.1503,,,,,,1,0,0,0,0.049723539692303476,0.9502764511836091,0.0,10.200000000000001,7.306666179555588,False,,4
ID1370004842,train/ID1370004842.jpg,,NSW,Fescue,0.55,9.6667,0.0,21.9986,55.8014,77.8,55.8014,,,,,,1,0,0,0,0.282758351121358,0.7172416360251719,0.0,5.3166850000000005,8.048247276914845,False,,4
ID1374789439,train/ID1374789439.jpg,,Vic,Phalaris_Clover,0.74,4.0,1.3556,1.3556,21.6889,24.4,23.0444,,,,,,2,1,0,2,0.05555737477223874,0.8888893078324055,0.05555737477223874,2.96,6.099998475000381,False,,3
ID1385921939,train/ID1385921939.jpg,,NSW,Lucerne,0.79,32.0,0.0,6.8243,43.6757,50.5,43.6757,,,,,,1,0,0,0,0.13513465078941286,0.8648653294086074,0.0,25.28,1.5781249506835955,False,,0
ID1386202352,train/ID1386202352.jpg,,Tas,Ryegrass_Clover,0.86,5.0,0.0,12.1549,35.0834,47.2383,35.0834,,,,,,2,1,1,1,0.25731027032492126,0.7426897085058161,0.0,4.3,9.447658110468378,False,,3
ID1395011773,train/ID1395011773.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,10.0895,11.9667,13.8438,35.9,23.9333,,,,,,6,1,0,2,0.33333425255336346,0.3856211591748981,0.2810445604165861,1.6640000000000001,11.218746494141719,False,,1
ID1403078396,train/ID1403078396.jpg,,Tas,Clover,0.42,2.3333,5.3,8.3,1.5,15.1,6.8,,,,,,1,1,0,1,0.5496688377702758,0.09933774176571247,0.35099335423885075,0.9799859999999999,6.471518248181439,False,,1
ID1403107574,train/ID1403107574.jpg,,WA,Clover,0.54,1.0,22.69,0.0,0.0,22.69,22.69,,,,,,1,1,0,3,0.0,0.0,0.9999999559277234,0.54,22.689977310022694,False,,2
ID1411613934,train/ID1411613934.jpg,,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,6.8937,17.8286,16.8777,41.6,23.7714,,,,,,6,1,0,2,0.42857210508240134,0.4057139325549536,0.16571393832418418,1.617,12.606056786043398,False,,1
ID141370843,train/ID141370843.jpg,,Vic,Ryegrass_Clover,0.72,4.0,5.6182,5.6182,19.6636,30.9,25.2818,,,,,,2,1,1,2,0.1818187643424348,0.6363624389526719,0.1818187643424348,2.88,7.724998068750482,False,,3
ID1413758094,train/ID1413758094.jpg,,Tas,Ryegrass_Clover,0.54,5.0,0.8746,46.0532,17.5601,64.4879,18.4347,,,,,,2,1,1,1,0.7141370596013041,0.272300690946663,0.01356223394524812,2.7,12.897577420484515,False,,1
ID1414371018,train/ID1414371018.jpg,,Tas,Ryegrass_Clover,0.72,3.1667,14.7281,6.1901,12.3801,33.2982,27.1082,,,,,,2,1,1,1,0.18589893189725176,0.37179486062925743,0.44230918060708446,2.280024,10.515107046734125,False,,3
ID1415329644,train/ID1415329644.jpg,,NSW,Lucerne,0.83,38.0,0.0,0.0,63.3,63.3,63.3,,,,,,1,0,0,0,0.0,0.999999984202212,0.0,31.54,1.6657894298476466,False,,0
ID1421714468,train/ID1421714468.jpg,,Tas,Ryegrass_Clover,0.85,4.5,0.0,36.581,26.6001,63.1811,26.6,,,,,,2,1,1,1,0.578986428235874,0.42101355593660833,0.0,3.8249999999999997,14.040241324390816,False,,1
ID142751858,train/ID142751858.jpg,,Vic,Ryegrass_Clover,0.81,5.0,15.3953,2.417,33.2077,51.02,48.603,,,,,,2,1,1,2,0.047373578060102346,0.6508761142517422,0.3017502880879991,4.050000000000001,10.203997959200409,False,,3
ID1428837636,train/ID1428837636.jpg,,Tas,WhiteClover,0.7,3.0,10.1663,19.1366,3.8871,33.1901,14.0535,,,,,,1,1,0,1,0.5765755277454565,0.11711624499124001,0.3063051841872973,2.0999999999999996,11.063362978879006,False,,1
ID1437386574,train/ID1437386574.jpg,,Vic,Phalaris_Clover,0.75,6.0,5.0001,3.7122,44.1677,52.88,49.1678,,,,,,2,1,0,2,0.07020045253024863,0.8352439327677018,0.0945555957913087,4.5,8.81333186444469,False,,3
ID1444674500,train/ID1444674500.jpg,,WA,Clover,0.43,1.0,11.64,0.0,3.5,15.14,15.14,,,,,,1,1,0,3,0.0,0.23117567825788124,0.768824255691925,0.43,15.139984860015142,False,,2
ID1450399782,train/ID1450399782.jpg,,Tas,Ryegrass,0.86,5.8333,0.1901,19.082,38.202,57.4741,38.3921,,,,,,1,0,1,1,0.33201041282924987,0.6646819930249974,0.0033075767466114866,5.016638,9.852757469569973,False,,4
ID1451025862,train/ID1451025862.jpg,,Tas,Ryegrass_Clover,0.53,2.8333,5.3,4.3,6.9,16.5,12.2,,,,,,2,1,1,1,0.2606060448117548,0.4181817928374671,0.3212121017447211,1.501649,5.823595869270508,False,,1
ID1456861072,train/ID1456861072.jpg,,Tas,Ryegrass_Clover,0.37,1.0,0.4,6.0,1.0,7.4,1.4,,,,,,2,1,1,1,0.8108107012417971,0.13513511687363283,0.05405404674945314,0.37,7.399992600007401,False,,1
ID1457700382,train/ID1457700382.jpg,,NSW,Lucerne,0.7,30.0,0.0,0.0,24.8,24.8,24.8,,,,,,1,0,0,0,0.0,0.999999959677421,0.0,21.0,0.826666639111112,False,,0
ID1458758610,train/ID1458758610.jpg,,NSW,Fescue,0.49,9.3333,0.0,50.2255,52.4745,102.7,52.4745,,,,,,1,0,0,0,0.4890506281494583,0.5109493621134434,0.0,4.573316999999999,11.003609548218794,False,,4
ID1463690813,train/ID1463690813.jpg,,NSW,Lucerne,0.84,35.0,0.0,0.0,58.2,58.2,58.2,,,,,,1,0,0,0,0.0,0.9999999828178697,0.0,29.4,1.6628570953469404,False,,0
ID146920896,train/ID146920896.jpg,,Tas,Ryegrass_Clover,0.36,2.0,0.5,0.4,6.6,7.5,7.1,,,,,,2,1,1,1,0.05333332622222317,0.8799998826666823,0.06666665777777896,0.72,3.7499981250009373,False,,3
ID1471216911,train/ID1471216911.jpg,,Vic,Phalaris_Clover,0.85,16.0,67.8977,11.4857,28.8667,108.25,96.7643,,,,,,2,1,0,2,0.10610346322306269,0.26666697213240675,0.6272304791941757,13.6,6.765624577148463,True,,3
ID1472525822,train/ID1472525822.jpg,,NSW,Fescue_CrumbWeed,0.7,7.0,0.0,16.4891,30.3109,46.8,30.3109,,,,,,2,0,0,0,0.3523311890527524,0.6476687895797268,0.0,4.8999999999999995,6.685713330612381,False,,4
ID1473228876,train/ID1473228876.jpg,,NSW,Fescue_CrumbWeed,0.72,8.0,0.0,10.0135,28.0865,38.1,28.0865,,,,,,2,0,0,0,0.2628215154115088,0.7371784583417728,0.0,5.76,4.762499404687575,False,,4
ID1474775613,train/ID1474775613.jpg,,Tas,Ryegrass,0.86,10.0,0.0,5.3604,44.3447,49.7051,44.3447,,,,,,1,0,1,1,0.10784406212151144,0.8921559177598292,0.0,8.6,4.97050950294905,False,,4
ID147528735,train/ID147528735.jpg,,NSW,Lucerne,0.74,52.0,0.0,3.0,53.5,56.5,53.5,,,,,,1,0,0,0,0.05309734419296736,0.946902638107918,0.0,38.48,1.0865384406434915,False,,0
ID1476045099,train/ID1476045099.jpg,,Vic,Ryegrass_Clover,0.77,4.0,6.7778,3.3889,20.3333,30.5,27.1111,,,,,,2,1,1,2,0.11111147176683699,0.6666655519126049,0.22222294353367397,3.08,7.624998093750476,False,,3
ID1477176296,train/ID1477176296.jpg,,Vic,Ryegrass_Clover,0.77,4.0,1.8308,1.8308,20.1385,23.8,21.9692,,,,,,2,1,1,2,0.07692436651578291,0.8461554266321248,0.07692436651578291,3.08,5.949998512500372,False,,3
ID1488408526,train/ID1488408526.jpg,,NSW,Fescue,0.48,6.0,0.0,9.8969,28.5031,38.4,28.5031,,,,,,1,0,0,0,0.2577317641215687,0.7422682098367654,0.0,2.88,6.399998933333511,False,,4
ID1496750796,train/ID1496750796.jpg,,Vic,Ryegrass_Clover,0.68,2.0,1.7727,5.3182,12.4091,19.5,14.1818,,,,,,2,1,1,2,0.272728191142144,0.6363640699300477,0.0909076876457596,1.36,9.749995125002437,False,,3
ID1498398599,train/ID1498398599.jpg,,Tas,Clover,0.36,2.1667,11.0375,5.6471,1.2834,17.9681,12.321,,,,,,1,1,0,1,0.3142847427226728,0.07142657980384237,0.6142830564008962,0.780012,8.292837821185294,False,,2
ID1509266870,train/ID1509266870.jpg,,Vic,Ryegrass_Clover,0.77,4.0,2.775,2.775,27.75,33.3,30.525,,,,,,2,1,1,2,0.08333333083083092,0.8333333083083092,0.08333333083083092,3.08,8.324997918750519,False,,3
ID1510574031,train/ID1510574031.jpg,,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,7.2336,14.4672,19.4992,41.2,26.7328,,,,,,5,1,1,2,0.35114562254500914,0.47328154191064215,0.17557281127250457,2.635017,7.974140558936932,False,,1
ID1512751450,train/ID1512751450.jpg,,Tas,Ryegrass,0.77,3.8333,0.3786,9.6678,19.656,29.7024,20.0346,,,,,,1,0,1,1,0.32548883842757353,0.6617646836025141,0.012746444302600317,2.951641,7.748517530973957,False,,4
ID1513184765,train/ID1513184765.jpg,,Tas,Ryegrass_Clover,0.41,1.0,0.0,5.0118,6.1574,11.1692,6.1574,,,,,,2,1,1,1,0.44871607199118363,0.5512838384768973,0.0,0.41,11.16918883081117,False,,1
ID1515990019,train/ID1515990019.jpg,,Tas,Ryegrass_Clover,0.41,2.1667,0.0,1.3,11.9,13.2,11.9,,,,,,2,1,1,1,0.0984848410238757,0.9015150832185544,0.0,0.888347,6.092211154192479,False,,3
ID1516374298,train/ID1516374298.jpg,,WA,Clover,0.3,1.0,9.0,0.0,1.7,10.7,10.7,,,,,,1,1,0,3,0.0,0.15887848982444022,0.8411214167176247,0.3,10.6999893000107,False,,2
ID152157478,train/ID152157478.jpg,,Vic,Ryegrass_Clover,0.84,17.0,35.1643,7.9034,64.3724,107.44,99.5366,,,,,,2,1,1,2,0.07356105664965511,0.5991474255477716,0.32729243924709195,14.28,6.3199996282353155,False,,3
ID1525817840,train/ID1525817840.jpg,,Vic,Phalaris_Clover,0.72,3.8,7.7677,32.3656,20.0667,60.2,27.8344,,,,,,2,1,0,2,0.5376345425642103,0.33333388150608173,0.12903155931841262,2.7359999999999998,15.842101094183924,False,,1
ID1540480250,train/ID1540480250.jpg,,NSW,Phalaris,0.58,20.0,0.0,3.6485,116.7515,120.4,116.7515,,,,,,1,0,0,0,0.03030315589449206,0.9696968357998601,0.0,11.6,6.019999699000015,False,,4
ID1545077474,train/ID1545077474.jpg,,Tas,Ryegrass_Clover,0.4,3.5,0.0,19.2,8.8,28.0,8.8,,,,,,2,1,1,1,0.6857142612244906,0.3142857030612249,0.0,1.4000000000000001,7.999997714286367,False,,1
